"","X","RT","SERIALNO","SPORDER","PUMA","ST","ADJINC","AGEP","CIT","CITWP","COW","DDRS","DEAR","DEYE","DOUT","DPHY","DRAT","DRATX","DREM","ENG","FER","GCL","GCM","GCR","HINS1","HINS2","HINS3","HINS4","HINS5","HINS6","HINS7","INTP","JWMNP","JWRIP","JWTR","LANP","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MARHYP","MIG","MIL","MLPA","MLPB","MLPCD","MLPE","MLPFG","MLPH","MLPI","MLPJ","MLPK","NWAB","NWAV","NWLA","NWLK","NWRE","OIP","PAP","RELP","RETP","SCH","SCHG","SCHL","SEMP","SEX","SSIP","SSP","WAGP","WKHP","WKL","WKW","WRK","YOEP","ANC","ANC1P","ANC2P","DECADE","DIS","DRIVESP","ESP","ESR","FHICOVP","FOD1P","FOD2P","HICOV","HISP","INDP","JWAP","JWDP","MIGPUMA","MIGSP","MSP","NAICSP","NATIVITY","NOP","OC","OCCP","PAOC","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACAIAN","RACASN","RACBLK","RACNH","RACNUM","RACPI","RACSOR","RACWHT","RC","SCIENGP","SCIENGRLP","SFN","SFR","SOCP","VPS","WAOB","FAGEP","FANCP","FCITP","FCITWP","FCOWP","FDDRSP","FDEARP","FDEYEP","FDISP","FDOUTP","FDPHYP","FDRATP","FDRATXP","FDREMP","FENGP","FESRP","FFERP","FFODP","FGCLP","FGCMP","FGCRP","FHINS1P","FHINS2P","FHINS3C","FHINS3P","FHINS4C","FHINS4P","FHINS5C","FHINS5P","FHINS6P","FHINS7P","FHISP","FINDP","FINTP","FJWDP","FJWMNP","FJWRIP","FJWTRP","FLANP","FLANXP","FMARHDP","FMARHMP","FMARHTP","FMARHWP","FMARHYP","FMARP","FMIGP","FMIGSP","FMILPP","FMILSP","FOCCP","FOIP","FPAP","FPERNP","FPINCP","FPOBP","FPOWSP","FPRIVCOVP","FPUBCOVP","FRACP","FRELP","FRETP","FSCHGP","FSCHLP","FSCHP","FSEMP","FSEXP","FSSIP","FSSP","FWAGP","FWKHP","FWKLP","FWKWP","FWRKP","FYOEP","stdworker"
"21491",96752,"P",999183,1,10902,"Washington/WA",1007588,47,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,"No","No",NA,NA,"No",NA,NA,"Yes","Yes","No","No","No","No","No",0,12,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Married","No","No","Two times","No",1997,"Yes, same house (nonmovers)","On active duty in the past, but not now","Served this period","Did not serve this period","Did not serve this period","Did not serve this period","Did not serve this period","Did not serve this period","Did not serve this period","Did not serve this period","Did not serve this period","Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"some college credit, no degree",0,"Male","None","None",80000,60,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","German","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","RET-AUTOMOBILE DEALERS","6:40 a.m. to 6:44 a.m.","6:30 a.m. to 6:34 a.m.",NA,NA,"Now married, spouse present","RET-AUTOMOBILE DEALERS","Native",NA,"No (includes GQ)","RPR-FIRST-LINE SUPERVISORS OF MECHANICS, INSTALLERS, AND REPAIRERS",NA,80000,80000,"Washington/WA","454","10900","Washington/WA","With private health insurance coverage","Without public health coverage","July through September","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"RPR-FIRST-LINE SUPERVISORS OF MECHANICS, INSTALLERS, AND REPAIRERS","Gulf War: 9/2001 or later","US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"12636",57040,"P",662574,1,901,"New Jersey/NJ",1007588,48,"Born in the U.S.",NA,"Self employed not incorporated","No","No","No","No","No",NA,NA,"No",NA,NA,"No",NA,NA,"No","Yes","No","No","No","No","No",50,NA,NA,"Worked at home",NA,"No, speaks only English","Married","No","No","One time","No",1993,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"some college credit, no degree",65000,"Male","None","None",0,50,"Within the past 12 months","27 to 39 weeks worked during past 12 months","Worked",NA,"Single","Irish","Not reported",NA,"Without a disability",NA,NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","CON-CONSTRUCTION, INCL CLEANING DURING AND IMM AFTER",NA,NA,NA,NA,"Now married, spouse present","CON-CONSTRUCTION, INCL CLEANING DURING AND IMM AFTER","Native",NA,"No (includes GQ)","CON-CONSTRUCTION LABORERS",NA,65000,65050,"New Jersey/NJ","269","00900","New Jersey/NJ","With private health insurance coverage","Without public health coverage","July through September","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"CON-CONSTRUCTION LABORERS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No",TRUE
"9209",41538,"P",1430316,1,100,"Louisiana/LA",1007588,27,"Born in the U.S.",NA,"Self employed not incorporated","No","No","No","No","No",NA,NA,"No",NA,NA,NA,NA,NA,"Yes","No","No","No","No","No","No",0,30,"In 3-person carpool","Car, truck, or van",NA,"No, speaks only English","Never married or under 15 years old",NA,NA,NA,NA,NA,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes","No","No","No","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"Regular high school diploma",4000,"Male","None","None",0,46,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Multiple","Italian","White",NA,"Without a disability","0.333 vehicles (In a 3-person carpool)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","CON-CONSTRUCTION, INCL CLEANING DURING AND IMM AFTER","6:30 a.m. to 6:34 a.m.","6:00 a.m. to 6:04 a.m.",NA,NA,"Never married","CON-CONSTRUCTION, INCL CLEANING DURING AND IMM AFTER","Native",NA,"No (includes GQ)","CON-PLASTERERS AND STUCCO MASONS",NA,4000,4000,"Louisiana/LA","020","00200","Louisiana/LA","With private health insurance coverage","Without public health coverage","April through June","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"CON-PLASTERERS AND STUCCO MASONS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"10205",45912,"P",1417294,2,1902,"Massachusetts/MA",1007588,46,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,NA,"No",NA,NA,"Yes","No","No","No","No","No","No",0,20,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Married","No","No","One time","No",1996,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Husband/wife","None","No, has not attended in the last 3 months",NA,"some college credit, no degree",0,"Male","None","None",70000,50,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Multiple","French","Swedish",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","MFG-PULP, PAPER, AND PAPERBOARD MILLS","5:40 a.m. to 5:44 a.m.","5:20 a.m. to 5:24 a.m.",NA,NA,"Now married, spouse present","MFG-PULP, PAPER, AND PAPERBOARD MILLS","Native",NA,"No (includes GQ)","7700",NA,70000,70000,"Massachusetts/MA","501 percent or more","00290","Massachusetts/MA","With private health insurance coverage","Without public health coverage","January through March","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"PRD-FIRST-LINE SUPERVISORS OF PRODUCTION AND OPERATING WORKERS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"13667",62001,"P",729638,2,4003,"New York/NY",1007588,34,"U.S. citizen by naturalization",1996,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,NA,"No",NA,NA,"Yes","No","No","No","No","No","No",0,40,NA,"Subway or elevated",NA,"No, speaks only English","Never married or under 15 years old",NA,NA,NA,NA,NA,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Brother or sister","None","No, has not attended in the last 3 months",NA,"Master's degree",0,"Male","None","None",80000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",2015,"Single","West Indian","Not reported","2000 or later","Without a disability",NA,NA,"Civilian employed, at work","Yes","DRAMA AND THEATER ARTS",NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","MED-HOSPITALS","8:25 a.m. to 8:29 a.m.","7:45 a.m. to 7:49 a.m.",NA,NA,"Never married","MED-HOSPITALS","Foreign born",NA,"No (includes GQ)","MED-REGISTERED NURSES",NA,80000,80000,"Caribbean, Not Specified","501 percent or more","03800","New York/NY","With private health insurance coverage","Without public health coverage","July through September","Black or African American alone","Black or African American alone","Black or African American alone","No","No","Yes","No",1,"No","No","No","No (includes GQ)","No","No",NA,NA,"MED-REGISTERED NURSES",NA,"Latin America (POB = 303,310-399)","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"No",NA,"No",NA,"No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes",TRUE
"2888",12927,"P",1015895,4,3717,"California/CA",1007588,31,"U.S. citizen by naturalization",2013,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No","Very well",NA,"No",NA,NA,"No","No","No","Yes","No","No","No",0,30,"Drove alone","Car, truck, or van","Spanish","Yes, speaks another language","Never married or under 15 years old",NA,NA,NA,NA,NA,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Roomer or boarder","None","No, has not attended in the last 3 months",NA,"Regular high school diploma",0,"Male","None","None",35000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",1998,"Single","Hispanic","Not reported","1990 - 1999","Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Mexican","UTL-ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","8:30 a.m. to 8:34 a.m.","8:00 a.m. to 8:04 a.m.",NA,NA,"Never married","UTL-ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","Foreign born",NA,"No (includes GQ)","ENG-ENGINEERING TECHNICIANS, EXCEPT DRAFTERS",NA,35000,35000,"Mexico","280","03700","California/CA","Without private health insurance coverage","With public health coverage","January through March","Some Other Race alone","Some Other Race alone","Some Other Race alone","No","No","No","No",1,"No","Yes","No","No (includes GQ)",NA,NA,NA,NA,"ENG-ENGINEERING TECHNICIANS, EXCEPT DRAFTERS",NA,"Latin America (POB = 303,310-399)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No","No","No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes",TRUE
"6170",27892,"P",475673,1,3800,"Georgia/GA",1007588,27,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,"No",NA,NA,NA,"No","No","No","No","No","No","No",0,21,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Never married or under 15 years old",NA,NA,NA,NA,NA,"No, different house in US or Puerto Rico","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","005000","None","Reference person","None","No, has not attended in the last 3 months",NA,"Associate's degree",0,"Female","None","None",36000,45,"Within the past 12 months","48 to 49 weeks worked during past 12 months","Worked",NA,"Multiple","Irish","Cherokee",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"No health insurance coverage","Not Spanish/Hispanic/Latino","MFG-BEVERAGE","9:50 a.m. to 9:54 a.m.","9:30 a.m. to 9:34 a.m.","04007","Georgia/GA","Never married","MFG-BEVERAGE","Native",NA,"No (includes GQ)","MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE MANAGERS AND POSTMASTERS AND MAIL SUPERINTENDENTS","Females with no own children",36000,41000,"Georgia/GA","453","03800","Georgia/GA","Without private health insurance coverage","Without public health coverage","January through March","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE MANAGERS AND POSTMASTERS AND MAIL SUPERINTENDENTS *",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"18951",85861,"P",542847,1,4634,"Texas/TX",1007588,37,"Not a citizen of the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No","Very well",NA,"No",NA,NA,"Yes","Yes","No","Yes","No","Yes","No",0,35,"Drove alone","Car, truck, or van","Spanish","Yes, speaks another language","Married","No","No","One time","No",2004,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"no high school diploma",0,"Male","None","None",40000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",2016,"Single","Salvadoran","Not reported","2000 or later","Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Salvadoran","SRV-AUTOMOTIVE REPAIR AND MAINTENANCE","6:35 a.m. to 6:39 a.m.","6:00 a.m. to 6:04 a.m.",NA,NA,"Now married, spouse present","SRV-AUTOMOTIVE REPAIR AND MAINTENANCE","Foreign born",NA,"No (includes GQ)","RPR-AUTOMOTIVE BODY AND RELATED REPAIRERS",NA,40000,40000,"Ecuador","141","04600","Texas/TX","With private health insurance coverage","With public health coverage","October through December","Some Other Race alone","Some Other Race alone","Some Other Race alone","No","No","No","No",1,"No","Yes","No","No (includes GQ)",NA,NA,NA,NA,"RPR-AUTOMOTIVE BODY AND RELATED REPAIRERS",NA,"Latin America (POB = 303,310-399)","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No","No","No",NA,"No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes",TRUE
"9642",43440,"P",1144049,1,1103,"Maryland/MD",1007588,48,"Born abroad of American parent(s)",NA,"State government employee","No","Yes","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,"No","No","Yes","No","No","No","No",0,5,NA,"Walked",NA,"No, speaks only English","Married","No","No","One time","No",2003,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes","No","Yes","Did not report","001500","None","Reference person","None","No, has not attended in the last 3 months",NA,"Master's degree",0,"Female","None","None",13000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",1979,"Multiple","German","Irish","1970 - 1979","With a disability",NA,NA,"Civilian employed, at work","No","PHYSICAL FITNESS PARKS RECREATION AND LEISURE",NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","EDU-ELEMENTARY AND SECONDARY SCHOOLS","9:05 a.m. to 9:09 a.m.","9:00 a.m. to 9:04 a.m.",NA,NA,"Now married, spouse present","EDU-ELEMENTARY AND SECONDARY SCHOOLS","Native",NA,"No (includes GQ)","EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS","Females with own children 6 to 17 years only",13000,14500,"Germany","294","01100","Maryland/MD","Without private health insurance coverage","With public health coverage","April through June","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)","No","No",NA,NA,"EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS",NA,"Europe (POB = 100-157,160,162-199)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"12499",56378,"P",322498,2,2600,"New Jersey/NJ",1007588,29,"Born in the U.S.",NA,"State government employee","No","No","No","No","No",NA,NA,"No",NA,NA,NA,NA,NA,"Yes","No","No","No","No","No","No",0,20,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Married","No","No","Two times","No",2014,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Husband/wife","None","No, has not attended in the last 3 months",NA,"Associate's degree",0,"Male","None","None",50000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","American","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","CON-CONSTRUCTION, INCL CLEANING DURING AND IMM AFTER","7:20 a.m. to 7:24 a.m.","7:00 a.m. to 7:04 a.m.",NA,NA,"Now married, spouse present","CON-CONSTRUCTION, INCL CLEANING DURING AND IMM AFTER","Native",NA,"No (includes GQ)","CON-CONSTRUCTION EQUIPMENT OPERATORS, EXCEPT PAVING, SURFACING, AND TAMPING EQUIPMENT OPERATORS",NA,50000,50000,"New Jersey/NJ","501 percent or more","00190","New Jersey/NJ","With private health insurance coverage","Without public health coverage","July through September","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"CON-CONSTRUCTION EQUIPMENT OPERATORS, EXCEPT PAVING, SURFACING, AND TAMPING EQUIPMENT OPERATORS *",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"19364",87593,"P",848852,1,2200,"Texas/TX",1007588,23,"Born in the U.S.",NA,"Self employed not incorporated","No","No","No","No","No",NA,NA,"No",NA,NA,NA,NA,NA,"No","Yes","No","No","No","No","No",0,10,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Never married or under 15 years old",NA,NA,NA,NA,NA,"No, different house in US or Puerto Rico","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","Yes, public school or public college","College undergraduate years (freshman to senior)","some college credit, no degree",15000,"Male","None","None",0,40,"Within the past 12 months","40 to 47 weeks worked during past 12 months","Worked",NA,"Multiple","German","Irish",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","CON-CONSTRUCTION, INCL CLEANING DURING AND IMM AFTER","8:10 a.m. to 8:14 a.m.","8:00 a.m. to 8:04 a.m.","02200","Texas/TX","Never married","CON-CONSTRUCTION, INCL CLEANING DURING AND IMM AFTER","Native",NA,"No (includes GQ)","MGR-CONSTRUCTION MANAGERS",NA,15000,15000,"Texas/TX","121","02200","Texas/TX","With private health insurance coverage","Without public health coverage","July through September","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"MGR-CONSTRUCTION MANAGERS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"1614",7248,"P",311646,2,3738,"California/CA",1007588,36,"U.S. citizen by naturalization",2000,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No","Well",NA,"No",NA,NA,"Yes","No","No","No","No","No","No",0,10,"Drove alone","Car, truck, or van","Vietnamese","Yes, speaks another language","Married","No","No","One time","No",2010,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Brother or sister","None","No, has not attended in the last 3 months",NA,"Regular high school diploma",0,"Male","None","None",29800,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",1990,"Single","Vietnamese","Not reported","1990 - 1999","Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","TRN-WAREHOUSING AND STORAGE","8:25 a.m. to 8:29 a.m.","8:15 a.m. to 8:19 a.m.",NA,NA,"Now married, spouse absent","TRN-WAREHOUSING AND STORAGE","Foreign born",NA,"No (includes GQ)","TRN-LABORERS AND FREIGHT, STOCK, AND MATERIAL MOVERS, HAND",NA,29800,29800,"Vietnam","366","03700","California/CA","With private health insurance coverage","Without public health coverage","January through March","Asian alone","Vietnamese alone","Vietnamese alone","No","Yes","No","No",1,"No","No","No","No (includes GQ)",NA,NA,NA,NA,"TRN-LABORERS AND FREIGHT, STOCK, AND MATERIAL MOVERS, HAND",NA,"Asia (POB = 158-159,161,200-299)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",TRUE
"16939",77179,"P",957434,1,3101,"Pennsylvania/PA",1007588,34,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No","Very well",NA,"No",NA,NA,"Yes","No","No","No","No","No","No",0,25,"Drove alone","Car, truck, or van","Spanish","Yes, speaks another language","Married","No","No","One time","No",2007,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"Regular high school diploma",0,"Male","None","None",35000,50,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","Irish","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","ENT-TRAVELER ACCOMMODATION","6:55 a.m. to 6:59 a.m.","6:30 a.m. to 6:34 a.m.",NA,NA,"Now married, spouse present","ENT-TRAVELER ACCOMMODATION","Native",NA,"No (includes GQ)","BUS-MEETING, CONVENTION, AND EVENT PLANNERS",NA,35000,35000,"New York/NY","472","03100","Pennsylvania/PA","With private health insurance coverage","Without public health coverage","April through June","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"BUS-MEETING CONVENTION, AND EVENT PLANNERS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
